Status_Account_A14,credit_duration_ratio,Credit_Amount,credit_age_ratio,age_credit_interaction,Duration,Age,Status_Account_A11,Credit_History_A34,Installment_Rate,Savings_A61,Property_A121,Residence_Since,Status_Account_A12,Other_Plans_A143,Savings_A65,duration_short,Employment_A72,Other_Plans_A141,Housing_A152,Existing_Credits,Purpose_A43,Personal_Status_A93,duration_long,Personal_Status_A92,Job_A173,Employment_A74,Purpose_A40,duration_medium,Purpose_A42
0,242.327868852459,14782,242.327868852459,886.92,60,60,0,0,3,0,0,4,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0
0,156.83673469387756,7685,202.23684210526315,284.345,48,37,1,0,2,1,0,4,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0
1,122.10526315789474,2320,66.28571428571429,78.88,18,34,0,0,2,1,1,3,0,1,0,0,0,0,1,2,1,0,0,0,1,0,0,1,0
1,105.75,846,22.864864864864863,30.456,7,36,0,0,3,0,0,4,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0
0,386.97297297297297,14318,246.86206896551724,816.126,36,57,0,0,4,1,0,2,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
1,51.714285714285715,362,6.830188679245283,18.824,6,52,0,1,4,0,0,4,0,1,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0
0,105.33333333333333,2212,55.3,86.268,20,39,1,0,4,0,0,4,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1
0,682.9473684210526,12976,332.71794871794873,493.088,18,38,0,0,3,1,0,4,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,55.78260869565217,1283,49.34615384615385,32.075,22,25,0,0,4,0,0,4,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0
0,102.3076923076923,1330,49.25925925925926,34.58,12,26,0,0,4,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0
1,137.80645161290323,4272,158.22222222222223,111.072,30,26,0,0,2,0,0,2,0,1,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0
1,117.78947368421052,2238,86.07692307692308,55.95,18,25,0,1,2,1,0,1,0,1,0,0,0,0,1,2,1,0,0,1,1,0,0,1,0
1,59.26315789473684,1126,51.18181818181818,23.646,18,21,0,0,4,0,1,2,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
0,388.10526315789474,7374,179.85365853658536,294.96,18,40,0,1,4,1,0,4,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,1
0,145.375,2326,83.07142857142857,62.802,15,27,0,1,2,0,0,4,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0
1,144.9,1449,51.75,39.123,9,27,0,0,3,1,0,2,0,1,0,1,0,0,1,2,0,0,0,1,1,1,0,0,0
1,95.78947368421052,1820,58.70967741935484,54.6,18,30,0,0,2,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
0,75.61538461538461,983,49.15,18.677,12,19,0,0,1,0,1,4,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
0,87.8108108108108,3249,81.225,126.711,36,39,1,0,2,1,0,4,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0
0,279.57142857142856,1957,61.15625,60.667,6,31,1,1,1,1,0,4,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0
1,240.6,2406,75.1875,74.586,9,31,0,1,2,1,0,3,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
0,294.0,11760,356.3636363636364,376.32,39,32,0,0,2,0,0,3,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0
0,198.30769230769232,2578,46.035714285714285,141.79,12,55,1,0,3,1,0,4,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0,63.45945945945946,2348,49.95744680851064,108.008,36,46,1,1,3,1,0,2,0,1,0,0,0,0,1,2,0,0,1,0,1,0,0,0,1
0,94.07692307692308,1223,26.02127659574468,56.258,12,46,0,0,1,1,1,1,1,1,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0
1,60.64,1516,34.45454545454545,65.188,24,43,0,1,4,0,1,1,0,1,0,0,0,0,1,2,1,0,0,1,0,0,0,1,0
1,77.52631578947368,1473,36.825,57.447,18,39,0,0,3,1,1,4,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0
0,99.3157894736842,1887,65.06896551724138,52.836,18,28,0,1,4,0,1,4,1,0,1,0,0,1,1,2,0,0,0,0,1,0,0,1,0
1,345.92,8648,308.85714285714283,233.496,24,27,0,0,2,1,0,2,0,0,0,0,1,1,1,2,0,1,0,0,1,0,0,1,0
1,53.46666666666667,802,28.642857142857142,21.654,14,27,0,0,4,1,0,2,0,1,0,0,0,0,1,2,0,1,0,0,0,0,1,1,0
0,152.57894736842104,2899,65.88636363636364,124.657,18,43,0,0,4,0,0,4,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0
0,81.56,2039,88.65217391304348,44.858,24,22,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0
1,87.88,2197,49.93181818181818,94.471,24,43,0,1,4,0,0,4,0,1,1,0,0,0,1,2,0,1,0,0,1,1,0,1,0
0,65.8125,1053,37.607142857142854,28.431,15,27,1,0,4,1,1,2,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0
1,129.4,3235,119.81481481481481,84.11,24,26,0,0,3,0,0,2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
0,72.23076923076923,939,32.37931034482759,26.292,12,28,0,1,4,0,1,2,0,1,0,1,0,0,1,3,0,0,0,0,1,1,1,0,0
0,78.68,1967,93.66666666666667,39.34,24,20,0,0,4,1,0,4,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0
1,213.3235294117647,7253,201.47222222222223,253.855,33,35,0,1,3,1,0,2,0,1,0,0,0,0,1,2,0,1,1,0,0,1,0,0,0
1,176.30769230769232,2292,53.30232558139535,96.264,12,42,0,1,4,1,0,2,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0
1,145.1818181818182,1597,38.951219512195124,63.88,10,40,0,0,3,0,0,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
0,55.24,1381,38.361111111111114,48.335,24,35,1,0,4,0,0,2,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0
1,157.8918918918919,5842,162.27777777777777,204.47,36,35,0,1,2,1,0,2,0,1,0,0,0,0,1,2,0,1,1,0,1,0,0,0,0
0,198.3846153846154,2579,75.8529411764706,85.107,12,33,1,0,4,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0
0,445.8421052631579,8471,352.9583333333333,194.833,18,23,1,0,1,0,0,2,0,1,1,0,0,0,0,2,0,0,0,1,1,0,0,1,0
1,126.45454545454545,2782,86.9375,86.242,21,31,0,0,1,0,0,2,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0
0,54.8421052631579,1042,30.647058823529413,34.386,18,33,0,0,4,0,0,2,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0
1,199.125,3186,151.71428571428572,63.72,15,20,0,0,2,0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0
0,156.0,2028,65.41935483870968,60.84,12,30,0,0,4,0,0,2,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0
0,73.6923076923077,958,19.958333333333332,45.026,12,47,0,1,2,1,1,3,1,1,0,1,0,0,1,2,0,1,0,0,0,1,1,0,0
1,72.31818181818181,1591,45.457142857142856,54.094,21,34,0,0,4,0,1,3,0,1,0,0,0,0,1,2,0,1,0,0,0,1,0,1,1
0,212.46153846153845,2762,106.23076923076923,69.05,12,25,0,0,1,0,0,2,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1
0,146.26315789473685,2779,126.31818181818181,58.359,18,21,0,0,1,1,0,3,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1,94.58620689655173,2743,91.43333333333334,79.547,28,29,0,1,4,1,0,2,0,1,0,0,0,0,1,2,1,1,1,0,1,0,0,0,0
1,60.473684210526315,1149,24.4468085106383,52.854,18,46,0,1,4,0,1,3,0,1,0,0,0,0,1,2,1,1,0,0,1,0,0,1,0
1,131.3,1313,62.523809523809526,26.26,9,20,0,0,1,1,0,4,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1
0,62.63157894736842,1190,21.25,65.45,18,55,1,1,2,1,0,4,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0
1,574.6666666666666,3448,45.973333333333336,255.152,5,74,0,0,1,1,1,4,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0
0,453.12,11328,377.6,328.512,24,29,0,0,2,1,0,3,1,0,0,0,0,1,1,2,0,1,0,0,0,0,0,1,0
0,267.42857142857144,1872,50.5945945945946,67.392,6,36,1,1,4,1,0,4,0,1,0,1,0,0,0,3,0,1,0,0,0,0,0,0,1
1,82.32,2058,60.529411764705884,67.914,24,33,0,1,4,1,1,2,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0
0,213.6,2136,82.15384615384616,53.4,9,25,1,0,3,1,1,2,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1
0,114.15384615384616,1484,57.07692307692308,37.1,12,25,0,0,2,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0
1,94.28571428571429,660,27.5,15.18,6,23,0,0,2,0,1,4,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1,51.48,1287,33.86842105263158,47.619,24,37,0,1,4,0,1,4,0,1,0,0,0,0,1,2,0,0,0,1,1,0,1,1,0
0,78.93023255813954,3394,51.42424242424242,220.61,42,65,1,1,4,1,0,4,0,1,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0
0,46.84615384615385,609,22.555555555555557,15.834,12,26,0,0,4,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0
1,144.92307692307693,1884,47.1,73.476,12,39,0,0,4,1,0,4,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0
0,124.61538461538461,1620,52.25806451612903,48.6,12,30,1,0,2,1,0,3,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1
0,125.19047619047619,2629,87.63333333333334,76.241,20,29,0,0,2,1,0,3,1,0,0,0,0,1,1,2,0,1,0,0,1,0,0,1,0
1,55.30769230769231,719,17.11904761904762,29.479,12,41,0,0,4,1,0,4,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
0,104.0,5096,164.38709677419354,152.88,48,30,0,1,2,1,0,3,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1
1,124.4,1244,29.61904761904762,51.004,9,41,0,1,4,0,0,4,0,1,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0
0,49.78378378378378,1842,52.628571428571426,62.628,36,34,1,0,4,1,0,4,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0
0,322.0,2576,71.55555555555556,90.16,7,35,0,0,2,1,1,2,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0
0,109.53846153846153,1424,25.428571428571427,78.32,12,55,0,0,3,0,1,4,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1
0,94.5,1512,24.387096774193548,92.232,15,61,0,0,3,0,0,3,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0
1,298.7567567567568,11054,356.5806451612903,331.62,36,30,0,1,4,0,0,2,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
1,74.0,518,17.266666666666666,15.022,6,29,0,0,3,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0
1,212.23076923076923,2759,78.82857142857142,93.806,12,34,0,0,2,1,0,4,0,1,0,1,0,0,1,2,0,1,0,0,1,0,0,0,1
1,106.8,2670,74.16666666666667,93.45,24,35,0,0,4,1,0,4,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
0,192.68,4817,150.53125,149.327,24,31,1,0,2,1,0,3,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0
1,107.16,2679,89.3,77.691,24,29,0,0,4,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0
0,325.4166666666667,3905,105.54054054054055,140.58,11,36,1,1,2,1,1,2,0,1,0,1,0,0,0,2,0,1,0,0,1,0,1,0,0
0,260.46153846153845,3386,94.05555555555556,118.51,12,35,1,0,3,1,0,4,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
0,49.0,343,12.25,9.261,6,27,1,0,4,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0
1,241.78947368421052,4594,139.21212121212122,147.008,18,32,0,0,3,1,0,2,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0
0,97.83783783783784,3620,95.26315789473684,133.94,36,37,1,0,1,1,0,2,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1
0,107.5625,1721,46.513513513513516,61.956,15,36,1,0,2,1,1,3,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
0,232.07692307692307,3017,86.2,102.578,12,34,0,0,3,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
0,58.0,754,19.333333333333332,28.652,12,38,0,0,4,0,0,4,1,1,1,1,0,0,1,2,0,1,0,0,1,0,0,0,0
1,102.63157894736842,1950,55.714285714285715,66.3,18,34,0,0,4,1,0,1,0,0,0,0,0,0,1,2,0,1,0,0,1,1,0,1,0
0,116.96,2924,45.6875,184.212,24,63,1,0,3,1,0,4,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0
0,66.36,1659,55.3,48.111,24,29,1,0,4,1,0,2,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
1,147.71428571428572,7238,219.33333333333334,231.616,48,32,0,0,3,0,0,3,0,0,1,0,0,1,1,2,1,1,1,0,1,0,0,0,0
1,81.29411764705883,2764,102.37037037037037,71.864,33,26,0,0,2,1,0,2,0,1,0,0,0,0,1,2,0,0,1,1,1,0,0,0,0
1,187.16,4679,129.97222222222223,163.765,24,35,0,0,3,1,0,3,0,1,0,0,0,0,1,2,0,1,0,0,0,1,0,1,0
0,123.68,3092,134.43478260869566,68.024,24,22,0,0,3,0,0,2,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
0,64.0,448,18.666666666666668,10.304,6,23,1,0,4,1,0,4,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0
0,65.4,654,22.551724137931036,18.312,9,28,1,0,4,1,0,3,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0
1,176.85714285714286,1238,33.45945945945946,44.568,6,36,0,0,4,0,0,4,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0
0,65.52631578947368,1245,36.61764705882353,41.085,18,33,0,1,4,1,0,2,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0
0,163.89473684210526,3114,115.33333333333333,80.964,18,26,1,0,1,1,0,4,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1
1,64.225,2569,102.76,61.656,39,24,0,0,4,0,0,4,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0
0,206.08,5152,198.15384615384616,128.8,24,25,0,0,4,1,0,2,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0
0,79.76923076923077,1037,25.925,40.443,12,39,0,0,3,0,1,4,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0
0,92.375,1478,32.84444444444444,65.032,15,44,1,1,4,1,0,4,0,1,0,0,0,0,1,2,0,1,0,0,1,0,0,1,1
0,274.84615384615387,3573,148.875,82.179,12,23,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0
0,48.04,1201,44.48148148148148,31.226,24,26,0,0,4,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
0,116.83870967741936,3622,62.44827586206897,206.454,30,57,1,0,4,0,0,4,0,1,0,0,0,0,0,2,0,0,1,1,1,0,0,0,1
1,60.0,960,30.967741935483872,28.8,15,30,0,0,3,0,0,2,0,1,0,0,0,0,1,2,0,0,0,1,1,1,0,1,1
1,89.46153846153847,1163,25.844444444444445,51.172,12,44,0,1,4,0,1,4,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0
0,172.71428571428572,1209,25.1875,56.823,6,47,0,0,4,1,0,4,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0
1,236.69230769230768,3077,58.056603773584904,160.004,12,52,0,0,2,1,0,4,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0
1,150.28,3757,59.63492063492063,232.934,24,62,0,0,4,1,0,4,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0
1,128.9090909090909,1418,39.388888888888886,49.63,10,35,0,0,3,0,1,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1,502.57142857142856,3518,130.2962962962963,91.468,6,26,0,0,2,1,0,3,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
1,148.76923076923077,1934,71.62962962962963,50.284,12,26,0,1,2,1,0,2,0,1,0,1,0,0,1,2,1,1,0,0,1,0,0,0,0
0,297.07142857142856,8318,193.4418604651163,349.356,27,42,0,0,2,1,0,4,1,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0
1,176.71428571428572,1237,44.17857142857143,33.399,6,27,0,1,1,0,0,1,0,1,0,1,0,0,1,2,1,0,0,1,1,0,0,0,0
0,52.57142857142857,368,9.435897435897436,13.984,6,38,0,0,4,0,0,4,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0
0,163.23076923076923,2122,53.05,82.758,12,39,1,1,3,1,1,2,0,1,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0
0,119.84,2996,142.66666666666666,59.92,24,20,1,0,2,0,0,4,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1
0,244.16216216216216,9034,301.1333333333333,261.986,36,29,0,0,4,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
1,63.4,1585,38.65853658536585,63.4,24,40,0,1,4,1,0,3,0,1,0,0,0,0,1,2,0,1,0,0,1,1,0,1,1
0,68.47368421052632,1301,39.42424242424242,41.632,18,32,0,0,4,1,1,2,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
0,189.0,1323,45.62068965517241,37.044,6,28,0,1,2,0,0,4,0,1,0,1,0,0,1,2,0,0,0,0,1,0,1,0,0
0,124.92,3123,111.53571428571429,84.321,24,27,1,0,4,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0
0,148.45945945945945,5493,127.74418604651163,230.706,36,42,1,0,2,1,0,4,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
0,112.6,1126,22.52,55.174,9,49,0,0,2,0,1,4,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0
0,48.64,1216,31.17948717948718,46.208,24,38,0,1,4,0,0,4,1,0,0,0,1,1,1,2,1,1,0,0,1,0,0,1,0
0,48.28,1207,48.28,28.968,24,24,1,0,4,1,0,4,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0
1,119.0,1309,46.75,35.343,10,27,0,0,4,0,0,4,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0
0,147.5,2360,63.78378378378378,84.96,15,36,0,1,2,0,0,2,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0
0,428.125,6850,195.71428571428572,232.9,15,34,0,0,1,0,0,2,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
1,56.52,1413,48.724137931034484,39.564,24,28,0,0,4,1,0,2,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0
1,214.7,8588,186.69565217391303,386.46,39,45,0,0,4,0,0,2,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
0,58.38461538461539,759,28.11111111111111,19.734,12,26,1,0,4,1,1,2,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0
1,126.64864864864865,4686,142.0,149.952,36,32,0,0,2,1,0,2,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
0,167.9375,2687,99.51851851851852,69.862,15,26,0,0,2,1,0,4,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0
0,45.0,585,27.857142857142858,11.7,12,20,0,0,4,1,1,4,1,1,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0
1,90.2,2255,41.0,121.77,24,54,0,0,4,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0
0,87.0,609,16.026315789473685,22.533,6,37,1,1,4,1,0,3,0,1,0,1,0,0,1,2,0,0,0,1,1,1,1,0,0
0,194.42857142857142,1361,33.19512195121951,54.44,6,40,1,1,2,1,1,4,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0
1,192.6216216216216,7127,296.9583333333333,163.921,36,23,0,1,2,1,0,4,0,1,0,0,1,0,0,2,0,0,1,1,1,0,0,0,1
0,171.85714285714286,1203,27.34090909090909,51.729,6,43,1,0,3,0,0,2,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0
1,100.0,700,18.91891891891892,25.2,6,36,0,1,4,0,0,4,0,1,1,1,0,0,0,2,1,1,0,0,1,0,0,0,0
1,220.28,5507,122.37777777777778,242.308,24,44,0,1,3,1,0,4,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0
0,167.89473684210526,3190,127.6,76.56,18,24,1,0,2,1,1,2,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0
0,145.28571428571428,7119,131.83333333333334,377.307,48,53,1,0,3,1,0,4,0,1,0,0,0,0,0,2,0,1,1,0,1,0,0,0,1
1,139.52,3488,145.33333333333334,80.224,24,23,0,0,3,0,0,4,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0
0,58.578947368421055,1113,41.22222222222222,28.938,18,26,0,0,4,1,1,4,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0
0,295.037037037037,7966,256.96774193548384,238.98,26,30,0,0,2,1,0,3,1,1,0,0,1,0,1,2,0,1,1,0,1,0,0,0,0
1,95.75,1532,47.875,47.492,15,31,0,1,4,0,0,3,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0
1,300.6,1503,34.95348837209303,63.126,4,42,0,1,2,1,1,1,0,1,0,1,0,0,1,2,1,1,0,0,0,1,0,0,0
0,62.21621621621622,2302,71.9375,71.362,36,31,1,0,4,1,0,4,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
0,94.57142857142857,662,15.761904761904763,27.142,6,41,1,0,3,1,1,4,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0
0,61.432432432432435,2273,68.87878787878788,72.736,36,32,0,0,3,1,0,1,1,1,0,0,0,0,1,2,0,1,1,0,1,1,0,0,0
0,164.4375,2631,90.72413793103448,73.668,15,28,0,0,2,0,0,4,1,1,0,0,0,0,0,2,0,0,0,1,1,0,1,1,0
1,115.61538461538461,1503,35.785714285714285,61.623,12,41,0,0,4,1,1,4,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1,52.44,1311,48.55555555555556,34.086,24,26,0,0,4,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0
1,124.2,3105,119.42307692307692,77.625,24,25,0,0,4,0,0,2,0,1,1,0,1,0,1,2,1,1,0,0,1,0,0,1,0
0,105.4090909090909,2319,68.20588235294117,76.527,21,33,0,1,2,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,196.28571428571428,1374,18.07894736842105,103.05,6,75,1,0,4,0,0,3,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0
0,190.10526315789474,3612,95.05263157894737,133.644,18,37,0,1,3,1,0,4,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1
0,158.42857142857142,7763,180.53488372093022,326.046,48,42,1,0,4,1,0,4,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
0,160.47368421052633,3049,66.28260869565217,137.205,18,45,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1
0,118.0,1534,63.916666666666664,35.282,12,23,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
1,81.28,2032,33.31147540983606,121.92,24,60,0,0,4,1,0,4,0,1,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0
0,204.83870967741936,6350,198.4375,196.85,30,31,1,0,4,0,0,4,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1
0,150.73684210526315,2864,81.82857142857142,97.376,18,34,0,0,2,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1
1,96.53846153846153,1255,20.241935483870968,76.555,12,61,0,1,4,1,1,4,0,1,0,1,0,0,1,2,0,1,0,0,0,0,1,0,0
0,53.32,1333,30.295454545454547,57.319,24,43,1,0,4,1,1,2,0,1,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0
1,80.88,2022,53.21052631578947,74.814,24,37,0,1,4,1,0,4,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0
1,62.08,1552,47.03030303030303,49.664,24,32,0,0,3,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0
0,48.15384615384615,626,25.04,15.024,12,24,1,0,4,1,1,4,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0
1,180.77551020408163,8858,246.05555555555554,310.03,48,35,0,1,2,0,0,1,0,1,1,0,0,0,0,2,0,1,1,0,1,1,0,0,0
1,76.61538461538461,996,41.5,22.908,12,23,0,1,4,0,1,4,0,1,1,1,0,0,1,2,0,0,0,1,1,1,0,0,0
1,250.0,1750,38.04347826086956,78.75,6,45,0,0,2,0,0,4,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0
0,142.83673469387756,6999,199.97142857142856,237.966,48,34,1,0,1,1,1,1,0,1,0,0,0,0,1,2,1,0,1,0,1,1,0,0,0
0,153.46153846153845,1995,71.25,53.865,12,27,0,1,4,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0
0,119.9,1199,17.63235294117647,80.333,9,67,0,0,4,1,0,4,1,1,0,1,0,0,1,2,0,0,0,1,0,1,0,0,0
0,102.38461538461539,1331,57.869565217391305,29.282,12,22,0,0,2,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0
0,119.89473684210526,2278,78.55172413793103,63.784,18,28,0,0,3,0,0,3,1,1,0,0,1,0,1,2,0,0,0,1,1,0,1,1,0
1,227.4090909090909,5003,166.76666666666668,145.087,21,29,0,0,1,0,0,4,0,0,1,0,0,1,1,2,0,0,0,1,1,0,1,1,0
0,142.08,3552,126.85714285714286,95.904,24,27,1,0,3,1,0,4,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1
0,101.47368421052632,1928,60.25,59.768,18,31,0,1,2,1,1,2,1,1,0,0,1,0,1,2,0,1,0,0,0,0,0,1,1
0,118.56,2964,59.28,145.236,24,49,1,0,4,0,0,4,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0
0,61.84,1546,61.84,37.104,24,24,1,0,4,1,0,4,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0
0,97.57142857142857,683,22.766666666666666,19.807,6,29,0,0,2,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0
